3,83,73,121,4,27,6,0,1,12,130,13,26,1,1,45,345,5,0,4,5,173,46,45,18,3,3,171,4,7,6,279,1,264,1,19,3,34,16,27,11,1,4,11,0,73,30,1,0,3,24,0,0,1,15,18,6,15,25,14,8,2,12,5,12,64,3,41,0,11,111,9,7,20,31,123,9,387,23,49,47,35,31,8,290,31,13,140,74,1,83,200,8,96,1,26,3,0,0,1,1,94,3,37,25,41,43,21,9,13,1,41,9,25,4,14,8,30,6,402,15,70,1,104,129,1,1,33,7,14,3,13,16,107,5,11,31,101,1,7,25,10,44,6,29,6,37,24,17,96,26,30,3,15,5,50,8,8,61,141,1,38
10,4,0,102,132,96,1,96,2,152,184,188,53,0,0,0,0,0,0,0,2,1,4,39,0,0,0,4,1,0,0,1,9,1,7,0,0,0,1,4,38,84,0,0,1,6,13,0,1,5,0,2,6,1,2,41,13,72,5,43,11,33,39,12,2,4,2,94,6,51,8,2,0,25,55,54,1,0,15,0,17,55,4,15,240,74,39,0,506,1,1,1,1,0,2,1,8,19,1,55,18,130,50,4,0,65,119,27,11,91,2,2,15,0,10,3,43,6,2,15,497,49,1,158,5,1,28,69,32,156,0,0,44,5,4,134,12,3,7,4,0,34,10,0,20,0,13,130,0,2,14,14,0,0,346,4,618,76,1,11,198,67
42,4,1,0,8,52,5,49,28,160,1,25,9,12,32,3,11,26,3,26,14,3,21,0,26,3,8,0,7,2,1,50,4,5,32,41,31,14,17,11,7,10,23,11,17,0,8,67,30,44,41,30,58,20,3,533,9,0,1,0,6,5,54,17,14,25,72,6,14,10,4,18,3,259,4,32,16,0,0,66,12,31,9,253,5,14,30,40,128,198,0,1,7,0,0,5,4,1,57,105,83,30,22,27,45,54,165,6,0,1,310,10,3,28,6,102,25,50,60,5,195,5,12,14,1,27,92,11,43,70,14,44,12,1,2,10,20,4,18,12,14,17,4,7,2,29,64,13,12,144,14,95,0,16,46,2,105,12,14,2,13,29
0,9,0,38,21,49,12,18,3,8,226,18,72,0,0,0,4,0,0,0,3,8,0,11,12,2,0,25,19,0,1,19,3,2,0,5,6,0,30,67,23,16,1,3,3,25,8,2,3,4,0,0,6,0,9,102,17,45,72,62,37,38,27,5,0,5,0,177,2,40,45,23,1,66,57,31,4,203,99,17,30,48,14,20,171,12,1,88,94,0,279,37,0,7,0,1,13,36,0,5,15,36,19,21,17,111,53,33,10,63,0,28,7,17,47,1,3,8,19,114,20,101,14,60,26,9,14,82,29,84,8,1,30,27,46,35,18,1,0,68,7,44,7,16,53,10,47,64,10,6,13,25,3,3,35,24,213,102,2,54,13,53
27,7,8,20,36,60,6,25,78,7,131,43,16,2,13,4,10,3,1,10,3,8,10,3,34,4,16,4,5,1,0,24,10,13,10,3,4,6,29,10,17,6,2,21,34,14,7,91,4,7,1,2,3,9,49,92,8,5,26,0,0,1,6,16,1,1,2,26,51,15,182,1,16,174,62,13,35,1,33,79,19,62,141,59,20,36,9,98,8,54,40,1,3,10,0,1,4,0,10,222,41,57,8,24,26,109,22,87,27,1,14,443,3,5,90,15,29,29,2,7,2,60,100,5,2,30,73,40,16,41,15,14,84,7,41,7,0,2,2,35,15,13,4,79,30,25,44,30,2,80,42,129,35,28,14,16,30,44,2,9,11,4
20,6,6,2,0,4,20,9,9,22,16,14,21,91,9,17,21,39,6,27,9,3,3,6,26,21,54,33,42,18,3,104,4,27,34,163,12,45,4,5,3,13,9,10,5,8,3,5,19,1,10,10,6,87,12,108,7,3,1,1,11,11,26,3,30,27,19,16,1,3,208,16,3,170,121,53,35,35,90,85,85,80,103,87,29,26,19,51,39,51,39,2,13,63,9,15,1,12,2,21,13,17,2,22,54,49,7,71,5,0,36,54,29,23,7,28,16,2,103,92,20,15,6,79,9,10,18,3,2,7,12,39,22,64,3,0,2,50,8,4,60,5,5,24,21,15,103,55,22,149,34,127,5,30,124,0,20,16,35,6,3,38
0,0,0,39,243,1,16,42,6,329,6,81,0,3,4,0,0,0,17,1,0,1,1,7,1,1,0,0,0,1,0,0,6,0,4,0,10,0,0,3,10,326,4,2,5,3,21,1,54,4,1,11,17,6,0,38,4,0,3,0,7,19,23,94,1,3,3,7,7,255,10,6,1,10,22,10,7,0,0,5,1,36,0,2,43,170,114,1,0,9,0,0,3,0,1,4,0,0,11,14,17,0,8,4,2,2,0,48,0,21,4,0,3,1,0,2,57,0,0,4,81,1,0,10,1,5,54,0,0,25,7,9,4,0,3,2,15,0,26,15,0,43,2,0,17,1,143,64,1,3,1,24,0,0,176,1,1475,6,0,11,138,29
3,26,1,45,13,0,4,77,10,3,166,44,58,0,3,0,0,0,0,0,0,13,1,9,0,2,1,13,5,0,0,5,0,1,0,0,1,3,0,74,18,26,4,4,0,14,32,2,0,1,0,2,1,2,10,22,1,55,65,79,0,1,10,1,0,0,0,111,0,15,1,9,2,425,55,42,2,307,10,25,19,28,4,18,59,46,1,86,247,1,468,6,0,4,0,0,1,137,0,1,18,88,2,2,0,24,39,5,39,91,0,0,0,1,14,5,0,0,5,60,0,50,11,53,31,4,6,97,94,29,2,0,0,16,214,16,8,1,0,18,3,79,2,41,10,0,152,23,1,3,6,31,13,0,67,25,93,9,0,9,26,0
9,0,0,24,12,135,16,59,35,15,15,25,30,3,2,0,0,0,1,0,0,1,0,1,8,5,1,10,8,0,1,13,7,1,0,3,36,1,116,41,10,9,0,2,7,10,48,0,8,6,0,12,5,2,12,54,11,0,11,17,13,8,65,7,0,2,1,160,21,34,32,4,6,315,212,17,10,0,167,26,18,33,21,86,10,6,22,149,40,13,130,1,6,0,0,0,4,13,2,38,56,25,3,46,5,26,27,17,1,1,6,53,6,1,63,131,12,0,10,21,72,74,32,2,15,108,23,34,24,62,10,7,14,133,25,16,0,0,8,22,4,5,0,42,15,7,76,32,2,6,44,29,1,2,32,23,168,25,1,8,25,21
4,1,0,18,2,80,6,92,35,73,24,44,16,0,2,0,6,1,2,0,1,2,4,0,9,0,1,3,1,0,0,18,7,5,3,1,30,2,86,12,3,5,5,10,9,5,205,34,25,45,57,9,22,7,29,324,2,3,4,3,10,6,5,21,22,28,17,3,11,27,15,13,3,40,29,8,2,5,52,37,7,54,10,11,4,2,8,30,31,51,3,0,2,0,0,0,6,2,10,88,62,13,29,1,31,64,12,9,15,4,77,90,0,0,14,62,38,13,29,2,337,6,116,0,0,25,42,6,0,29,22,28,44,4,3,30,31,0,6,33,2,2,0,36,10,55,25,6,1,18,13,104,15,1,2,24,210,11,0,2,12,34
0,0,0,34,11,59,12,16,30,20,15,50,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,26,0,6,1,6,21,1,0,1,4,7,4,9,7,0,8,2,13,0,64,2,0,15,9,7,6,104,0,1,6,0,89,10,32,19,4,1,280,186,8,5,0,330,32,5,43,10,93,15,7,10,233,47,38,250,0,0,0,0,0,2,10,0,49,3,16,7,69,4,41,8,10,3,0,21,46,0,0,86,55,14,1,1,9,59,62,63,0,0,3,24,31,6,32,6,6,26,137,13,5,0,0,1,29,0,1,0,11,11,10,63,5,0,0,22,24,3,0,10,21,169,1,0,0,5,32
0,0,0,16,13,10,6,4,10,2,25,7,22,0,0,0,0,0,2,0,0,1,0,1,1,0,0,5,2,0,1,2,0,0,0,2,2,0,24,64,39,25,7,6,3,38,1,0,11,4,0,2,0,6,19,3,13,22,36,68,4,22,34,0,3,13,0,73,5,9,35,43,5,13,236,59,10,67,143,85,21,60,7,28,148,10,0,106,69,7,63,3,0,4,0,0,16,27,0,5,22,44,7,27,24,17,40,36,10,13,0,10,1,2,27,2,0,26,3,125,0,51,16,2,10,51,1,48,41,163,15,2,21,24,78,38,23,0,3,24,2,8,1,139,34,2,94,25,0,1,14,13,33,3,65,68,15,54,0,3,6,25
4,13,0,25,9,37,6,23,4,6,71,4,20,4,0,5,5,0,6,4,4,40,1,12,10,13,6,46,17,10,6,38,5,19,15,8,15,1,11,26,14,14,1,7,4,27,6,2,5,4,1,5,2,7,8,9,4,3,18,26,7,17,20,0,4,5,4,34,9,11,99,9,2,32,123,56,11,149,86,94,78,33,22,17,221,37,5,62,48,8,90,34,7,52,2,4,8,31,2,21,3,34,9,7,2,17,35,15,4,6,4,11,3,32,17,2,2,6,4,221,6,41,9,7,65,13,10,23,20,110,7,0,18,22,27,20,8,4,1,9,7,5,5,8,15,0,74,23,5,14,13,20,16,15,13,25,23,12,18,33,13,18
9,7,0,35,51,33,2,50,1,86,125,127,34,0,0,0,0,0,1,0,4,1,7,112,1,0,1,4,2,0,0,9,16,6,9,1,0,4,0,2,14,73,1,0,1,2,5,0,0,2,0,1,3,0,0,24,4,20,3,11,1,2,32,2,0,1,0,57,1,14,10,1,1,10,40,26,2,0,11,0,10,27,3,11,152,33,29,3,316,1,2,2,1,1,3,0,2,4,0,26,2,28,10,5,0,33,50,5,4,36,0,1,30,3,1,0,18,7,0,14,262,22,0,135,3,0,26,31,11,43,0,0,24,1,4,84,20,0,4,0,4,17,5,0,18,0,13,37,0,6,10,13,0,0,205,0,274,12,6,17,110,43
0,0,0,23,12,44,0,55,20,80,2,36,2,0,3,0,2,0,2,2,0,0,2,0,0,1,0,0,2,0,0,4,8,2,2,0,8,1,7,4,1,4,6,5,3,2,81,43,2,0,20,25,7,11,0,283,3,0,15,0,8,7,24,53,8,10,4,2,45,59,3,8,0,167,22,10,3,4,41,78,5,196,1,171,8,21,13,27,145,231,5,0,0,2,2,0,10,2,6,192,19,5,11,5,4,4,20,11,4,2,23,0,1,0,2,5,20,21,34,6,20,1,34,2,1,31,13,31,6,30,7,2,11,6,2,7,1,0,13,40,2,20,0,4,7,30,20,2,2,5,89,102,7,0,8,0,49,3,0,0,8,4
3,1,0,45,14,13,5,19,10,35,71,40,14,0,0,0,0,0,0,0,0,2,1,7,2,0,0,4,1,1,0,0,1,3,0,2,4,2,13,8,34,12,1,2,0,33,47,0,12,2,0,7,6,1,4,18,11,11,36,31,5,50,28,5,0,2,0,173,0,4,8,8,3,56,110,37,3,27,121,8,37,78,5,31,21,10,9,27,94,0,129,6,1,0,1,0,6,29,0,2,39,98,21,32,3,30,3,23,0,21,0,4,1,1,68,2,1,0,0,43,89,74,8,11,3,11,4,156,61,12,15,0,22,23,59,13,33,0,5,41,0,7,1,7,12,4,12,32,1,0,2,8,3,2,28,7,160,83,3,12,23,64
0,11,1,4,25,21,3,11,8,1,77,6,14,0,0,1,0,0,2,0,2,6,0,22,12,2,2,22,6,0,4,9,0,0,1,3,11,1,50,141,20,71,0,1,1,33,17,1,8,1,0,4,11,0,4,20,1,9,68,51,39,40,100,10,0,5,0,93,1,7,19,7,1,12,11,19,2,169,29,7,23,5,3,6,75,8,0,16,11,0,26,87,1,5,0,3,10,34,0,1,29,59,20,0,39,22,29,50,3,9,0,1,9,28,11,0,0,4,2,62,1,30,13,11,20,8,5,97,20,63,4,0,6,9,20,21,4,4,2,67,8,19,10,61,17,3,14,101,3,0,6,3,4,0,1,38,77,233,2,20,4,6
2,2,0,42,13,8,13,7,27,7,8,57,40,7,2,3,4,4,1,6,0,1,4,0,4,2,4,10,1,0,2,51,4,16,9,12,6,13,5,17,16,6,6,15,5,8,1,12,10,2,1,12,2,35,8,78,11,1,6,5,9,7,9,0,10,2,3,22,0,4,30,2,0,92,104,55,37,51,142,70,22,85,7,55,7,22,9,35,18,43,81,0,1,9,3,2,0,3,4,10,31,54,0,111,40,42,3,36,0,1,21,41,1,3,17,31,28,0,30,29,30,24,2,9,0,10,22,3,5,19,18,19,7,179,6,0,1,1,2,14,12,1,1,22,16,28,27,34,5,16,80,83,11,6,40,15,36,13,8,5,3,22
34,0,0,0,3,54,4,32,20,16,23,20,1,3,9,0,19,9,0,5,1,8,22,0,28,1,3,2,3,0,0,35,9,6,12,2,38,7,67,4,1,6,3,10,27,2,138,20,23,71,62,13,16,8,20,188,7,1,2,1,8,4,20,7,9,47,7,2,8,7,38,21,3,52,46,4,2,6,21,22,23,58,26,12,9,3,22,30,30,40,6,1,0,0,0,0,16,2,9,44,32,9,29,1,24,78,5,16,6,0,58,77,0,1,32,44,13,2,18,5,113,0,55,0,0,10,22,7,0,11,37,7,60,0,0,15,17,0,10,25,0,4,1,20,1,34,29,2,18,54,5,84,16,4,10,11,117,11,4,2,10,26
0,0,0,25,86,1,15,16,2,295,5,43,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,1,166,2,1,0,1,2,0,6,4,0,1,9,0,0,42,0,2,1,0,1,1,2,17,0,0,1,2,1,16,2,0,0,10,17,3,2,0,0,0,2,22,0,0,17,69,19,2,0,8,0,0,1,0,0,0,0,0,1,23,1,0,4,1,0,2,0,29,0,8,2,0,0,0,0,0,46,0,0,1,164,1,0,6,0,2,37,0,0,2,1,4,3,2,1,0,4,0,1,9,0,16,0,0,8,0,53,17,0,1,0,22,0,0,254,0,1304,4,0,4,18,27
0,1,0,11,21,6,0,2,17,3,154,12,21,1,0,0,7,2,9,3,0,12,1,0,4,0,7,12,7,3,2,10,4,1,0,2,11,3,65,120,24,26,2,0,3,21,19,5,7,3,1,7,2,9,14,13,3,8,77,57,22,28,35,1,3,23,2,70,1,9,10,68,2,9,26,26,7,70,15,20,5,9,5,3,31,2,0,16,9,5,22,20,0,2,0,2,6,21,2,2,59,65,17,2,57,39,29,43,0,6,1,1,0,16,6,5,2,13,0,37,0,53,47,6,9,89,5,49,18,32,22,4,6,30,37,26,15,1,2,36,2,14,0,223,39,6,15,39,2,0,0,2,18,0,24,77,111,103,1,5,11,10
0,0,0,91,51,45,9,67,1,107,58,72,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,20,4,4,1,4,1,0,3,1,0,1,1,0,2,38,1,3,9,4,1,12,25,5,1,11,0,111,2,3,10,7,3,85,23,20,1,2,44,1,6,83,5,50,19,9,14,34,337,6,246,0,0,0,0,0,2,1,1,19,8,86,3,1,0,29,25,18,8,12,6,8,0,0,1,16,16,4,0,5,82,14,0,2,0,3,10,15,0,105,7,2,38,2,17,10,1,0,0,5,0,13,0,3,12,1,11,97,0,0,80,32,2,0,13,5,89,23,0,0,16,63
0,0,0,177,14,9,1,5,2,31,123,37,18,0,1,0,13,3,1,0,6,0,6,1,4,1,1,1,3,0,0,45,1,14,27,3,3,1,5,0,12,5,5,3,1,10,11,1,0,1,4,1,2,4,9,79,0,7,3,2,4,9,21,23,15,40,5,89,4,5,50,3,12,86,35,102,7,0,29,6,78,70,26,52,137,28,8,27,39,17,123,0,0,1,0,0,11,0,6,13,6,131,8,4,4,17,5,19,0,16,5,19,3,3,7,3,4,67,5,24,60,68,2,3,1,2,11,19,1,33,0,3,22,11,15,10,13,0,0,1,9,4,9,3,6,1,24,23,2,4,6,46,9,2,8,6,33,15,10,9,2,21
1,1,1,47,3,5,4,10,7,21,25,10,17,0,0,0,8,0,0,1,1,4,0,0,4,3,1,29,2,0,0,9,0,2,0,5,0,1,3,30,7,1,12,10,2,8,16,5,9,1,3,3,1,29,3,53,2,8,19,26,10,1,18,5,3,18,1,11,2,5,19,13,1,26,45,29,6,124,128,18,14,60,16,13,33,6,1,64,26,7,31,3,0,28,1,0,3,6,0,3,25,26,4,39,32,39,8,11,0,7,21,18,0,0,11,2,16,7,0,102,28,63,4,3,6,1,12,10,15,26,18,38,8,373,5,13,4,0,1,21,4,10,0,30,10,5,22,13,3,1,39,18,9,2,4,52,47,34,6,2,6,42
0,33,33,18,2,3,3,4,9,6,8,6,3,3,8,26,180,57,4,15,6,45,15,30,39,5,14,97,3,2,14,193,1,102,19,20,0,32,3,13,3,0,1,4,0,5,5,5,8,0,11,4,10,2,3,25,0,0,0,5,6,0,1,4,2,0,1,9,0,7,38,1,1,8,10,41,15,87,12,19,54,19,36,3,27,29,16,14,3,15,13,42,17,99,35,43,0,1,1,7,0,10,0,5,1,19,0,2,0,0,3,15,2,9,4,0,17,0,15,77,48,7,4,6,53,2,18,6,0,3,8,28,0,77,0,2,4,15,1,8,10,0,15,0,1,2,17,6,32,30,34,27,8,1,0,5,17,4,29,20,1,17
2,14,1,14,0,12,1,27,5,84,0,9,1,0,5,1,29,23,47,8,4,7,10,0,7,0,4,1,5,0,4,16,23,12,8,3,14,1,7,1,0,6,2,1,5,0,39,29,12,3,27,26,3,5,1,186,0,3,1,0,7,3,8,42,0,15,4,1,39,50,1,9,1,130,9,1,17,0,27,26,11,168,11,142,7,13,13,20,77,120,0,3,3,0,2,24,1,2,3,147,19,4,3,3,4,3,6,3,7,0,24,1,14,0,2,2,11,4,116,2,12,5,14,9,1,22,6,3,0,24,3,2,3,7,1,1,3,0,11,12,3,5,11,0,0,16,7,1,6,64,30,70,0,2,1,0,101,6,2,1,0,8
0,0,0,35,2,3,12,3,27,9,39,11,19,1,0,0,6,4,0,1,1,7,0,1,6,1,5,15,1,0,0,7,0,4,0,2,3,3,15,56,15,3,3,31,1,11,10,15,20,4,3,1,3,37,17,28,15,1,19,13,15,2,11,4,13,3,3,8,1,15,22,2,6,49,103,45,13,60,83,11,14,55,17,11,12,0,4,107,8,31,34,1,0,25,0,0,4,2,1,5,23,9,5,38,18,29,11,4,0,2,8,83,0,1,11,3,5,2,2,60,43,29,6,2,7,6,6,28,9,21,50,9,6,278,5,12,3,0,1,24,1,0,0,13,9,6,21,7,3,1,62,41,36,1,5,66,19,24,8,2,3,10
0,0,0,18,63,1,8,10,2,218,3,44,0,7,1,0,0,0,6,1,0,1,1,4,2,1,0,0,2,0,0,0,4,0,6,1,2,0,0,1,5,108,4,1,0,5,3,0,11,1,0,4,16,4,0,28,2,0,2,0,0,5,3,18,1,0,0,4,1,48,5,1,1,13,18,9,7,0,0,0,1,17,4,0,9,31,49,1,0,5,2,1,1,0,1,0,0,0,3,23,8,0,6,4,3,0,0,11,0,12,2,1,2,1,0,1,41,0,0,1,246,0,0,5,0,1,26,0,0,3,3,4,4,0,0,0,9,1,6,13,0,25,0,0,4,0,58,16,1,8,3,11,0,2,426,1,531,8,3,19,36,16
0,0,1,13,3,269,17,0,38,1,30,0,0,0,1,0,0,0,0,32,118,0,12,0,0,7,0,2,4,0,0,10,0,0,1,5,5,22,0,0,1,1,5,0,0,0,0,12,7,3,0,13,1,96,3,152,20,0,0,0,2,0,0,5,0,0,0,6,1,0,2,0,24,4,0,5,5,0,0,23,4,20,39,119,36,8,81,0,79,56,12,0,1,0,0,0,2,0,0,0,0,10,7,127,0,88,1,58,40,0,9,137,0,1,54,3,15,0,1,0,63,24,3,4,0,21,4,0,0,2,3,1,2,1,0,12,1,2,0,0,4,0,1,0,7,0,0,4,1,53,84,34,2,2,6,0,1,12,1,0,0,36
4,0,2,8,14,22,2,5,12,9,11,13,12,3,3,0,11,3,17,2,0,5,1,7,10,8,3,16,14,0,2,10,6,1,4,13,27,6,28,12,11,4,19,3,7,5,14,0,2,6,3,2,3,4,3,34,7,6,4,5,3,4,45,2,0,54,24,35,5,28,20,78,4,118,138,14,5,0,122,21,20,9,16,68,4,4,13,65,18,18,44,1,16,3,0,3,2,8,2,33,15,3,3,14,7,23,26,6,2,1,10,21,6,4,39,68,6,5,5,20,28,20,16,2,11,22,9,9,10,6,4,10,8,36,22,9,19,0,1,5,4,2,2,21,7,3,59,5,4,19,5,8,0,3,23,13,60,10,2,10,12,29
49,39,7,12,1,4,0,7,20,0,12,2,4,9,11,57,134,14,24,9,17,23,17,7,24,12,42,15,5,32,14,11,8,27,10,27,5,21,10,3,7,0,8,0,9,0,2,15,0,2,7,5,0,1,6,20,2,20,2,2,5,0,0,2,6,12,17,4,0,0,65,8,3,23,6,7,30,0,7,61,14,7,44,9,9,31,0,9,0,1,0,20,27,23,15,41,5,4,0,7,4,9,6,2,0,4,6,16,5,0,0,38,24,15,2,29,17,17,69,11,0,4,26,7,3,9,68,3,8,4,8,4,2,2,11,8,13,12,1,0,36,7,11,4,9,4,45,17,9,124,9,34,18,72,1,1,3,0,58,5,5,0
0,0,0,0,5,24,0,37,4,36,0,19,2,40,2,0,0,2,1,1,1,0,1,0,1,1,1,1,0,0,3,2,1,3,5,0,19,1,18,0,11,8,1,11,4,1,0,8,5,9,1,23,17,10,2,331,0,0,0,0,0,1,29,4,0,1,0,2,47,12,2,2,0,48,2,5,15,0,11,58,3,16,1,51,9,4,8,45,18,83,0,0,4,0,0,0,0,1,4,128,1,8,63,3,0,18,75,72,0,0,32,19,1,0,36,32,25,0,0,4,31,2,133,0,0,3,45,3,5,44,5,4,0,0,0,1,0,1,7,11,0,1,2,0,3,12,9,16,6,9,2,127,5,3,0,2,107,2,0,0,3,20
0,3,0,6,1,11,0,1,51,71,1,61,3,0,0,1,2,0,5,6,14,0,3,1,0,1,1,0,1,0,1,4,4,5,6,9,0,5,2,0,0,18,0,8,0,1,5,31,123,3,15,39,0,26,0,7,0,0,13,0,0,4,0,1,0,25,0,56,2,1,4,2,14,0,0,1,0,0,0,7,0,0,4,31,5,1,10,4,212,3,0,0,3,0,0,3,1,0,5,12,48,8,1,40,24,13,1,26,0,0,45,7,0,0,6,463,9,0,18,0,29,1,0,0,0,12,0,7,7,8,3,134,4,0,0,0,0,1,0,4,2,1,0,0,1,23,27,3,1,7,1,161,0,0,90,5,0,10,0,0,0,0
